volume_id,layer_id,module_id,raw_id,cx,cy,cz,rot_xu,rot_xv,rot_rot_xw,rot_yu,module_t,module_minhu,module_maxhu,module_hv,pitch_u,pitch_v
2,1,7,303063070,-3.0925,0.999479,7.7775,0.307532,0.951538,5.66554e-16,-9.53153e-17,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,8,303063073,-3.0925,0.999479,14.4225,0.307532,0.951538,5.66554e-16,-9.53153e-17,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,8,303063074,-3.0925,0.999479,12.2175,0.307532,0.951538,5.66554e-16,-9.53153e-17,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,9,303063077,-3.0925,0.999479,18.8625,0.307532,0.951538,5.66554e-16,-9.53153e-17,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,9,303063078,-3.0925,0.999479,16.6575,0.307532,0.951538,5.66554e-16,-9.53153e-17,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,1,303067141,-2.68251,-0.605509,-16.6575,0.220185,-0.975458,-1.22465e-16,-6.17021e-16,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,1,303067142,-2.68251,-0.605509,-18.8625,0.220185,-0.975458,-1.22465e-16,-6.17021e-16,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,2,303067145,-2.68251,-0.605509,-12.2175,0.220185,-0.975458,-1.22465e-16,-6.17021e-16,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,2,303067146,-2.68251,-0.605509,-14.4225,0.220185,-0.975458,-1.22465e-16,-6.17021e-16,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,3,303067149,-2.68251,-0.605509,-7.7775,0.220185,-0.975458,-1.22465e-16,-6.17021e-16,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,3,303067150,-2.68251,-0.605509,-9.9825,0.220185,-0.975458,-1.22465e-16,-6.17021e-16,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,4,303067153,-2.68251,-0.605509,-3.3375,0.220185,-0.975458,-1.22465e-16,-6.17021e-16,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,4,303067154,-2.68251,-0.605509,-5.5425,0.220185,-0.975458,-1.22465e-16,-6.17021e-16,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,5,303067157,-2.68251,-0.605509,1.1025,0.220185,-0.975458,-1.22465e-16,-6.17021e-16,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,5,303067158,-2.68251,-0.605509,-1.1025,0.220185,-0.975458,-1.22465e-16,-6.17021e-16,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,6,303067161,-2.68251,-0.605509,5.5425,0.220185,-0.975458,-1.22465e-16,-6.17021e-16,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,6,303067162,-2.68251,-0.605509,3.3375,0.220185,-0.975458,-1.22465e-16,-6.17021e-16,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,7,303067165,-2.68251,-0.605509,9.9825,0.220185,-0.975458,-1.22465e-16,-6.17021e-16,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,7,303067166,-2.68251,-0.605509,7.7775,0.220185,-0.975458,-1.22465e-16,-6.17021e-16,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,8,303067169,-2.68251,-0.605509,14.4225,0.220185,-0.975458,-1.22465e-16,-6.17021e-16,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,8,303067170,-2.68251,-0.605509,12.2175,0.220185,-0.975458,-1.22465e-16,-6.17021e-16,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,9,303067173,-2.68251,-0.605509,18.8625,0.220185,-0.975458,-1.22465e-16,-6.17021e-16,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,9,303067174,-2.68251,-0.605509,16.6575,0.220185,-0.975458,-1.22465e-16,-6.17021e-16,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,1,303071237,-2.3633,-2.23099,-16.6575,-0.686458,0.72717,1.22465e-16,-4.51521e-16,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,1,303071238,-2.3633,-2.23099,-18.8625,-0.686458,0.72717,1.22465e-16,-4.51521e-16,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,2,303071241,-2.3633,-2.23099,-12.2175,-0.686458,0.72717,1.22465e-16,-4.51521e-16,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,2,303071242,-2.3633,-2.23099,-14.4225,-0.686458,0.72717,1.22465e-16,-4.51521e-16,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,3,303071245,-2.3633,-2.23099,-7.7775,-0.686458,0.72717,1.22465e-16,-4.51521e-16,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,3,303071246,-2.3633,-2.23099,-9.9825,-0.686458,0.72717,1.22465e-16,-4.51521e-16,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,4,303071249,-2.3633,-2.23099,-3.3375,-0.686458,0.72717,1.22465e-16,-4.51521e-16,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,4,303071250,-2.3633,-2.23099,-5.5425,-0.686458,0.72717,1.22465e-16,-4.51521e-16,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,5,303071253,-2.3633,-2.23099,1.1025,-0.686458,0.72717,1.22465e-16,-4.51521e-16,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,5,303071254,-2.3633,-2.23099,-1.1025,-0.686458,0.72717,1.22465e-16,-4.51521e-16,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,6,303071257,-2.3633,-2.23099,5.5425,-0.686458,0.72717,1.22465e-16,-4.51521e-16,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,6,303071258,-2.3633,-2.23099,3.3375,-0.686458,0.72717,1.22465e-16,-4.51521e-16,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,7,303071261,-2.3633,-2.23099,9.9825,-0.686458,0.72717,1.22465e-16,-4.51521e-16,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,7,303071262,-2.3633,-2.23099,7.7775,-0.686458,0.72717,1.22465e-16,-4.51521e-16,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,8,303071265,-2.3633,-2.23099,14.4225,-0.686458,0.72717,1.22465e-16,-4.51521e-16,0.0075,-0.84,0.84,1.08,0.0025,0.01
